,accuracy,n_estimators,max_features,max_depth,criterion,n_jobs
666,0.7090093936806149,140,0.8,74.0,gini,-1
667,0.7032450896669513,142,0.5,91.0,gini,-1
668,0.6938514090520922,477,0.9,54.0,entropy,-1
669,0.7094363791631084,929,0.5,13.0,entropy,-1
670,0.7154141759180188,861,0.75,81.0,gini,-1
671,0.7066609735269,817,0.8,67.0,entropy,-1
672,0.6996157130657558,815,0.95,51.0,gini,-1
673,0.7019641332194705,274,0.5,60.0,gini,-1
674,0.7051665243381725,369,0.65,14.0,gini,-1
675,0.6964133219470539,124,0.5,92.0,entropy,-1
676,0.6998292058070026,816,0.6,87.0,entropy,-1
677,0.6970538001707942,475,0.65,52.0,gini,-1
678,0.6893680614859095,576,0.9,94.0,entropy,-1
679,0.7090093936806149,467,0.7,50.0,gini,-1
680,0.7083689154568744,794,0.8,85.0,gini,-1
681,0.6953458582408198,900,0.65,43.0,gini,-1
682,0.6947053800170794,44,0.55,16.0,gini,-1
683,0.705593509820666,443,0.8,87.0,gini,-1
684,0.7075149444918872,407,0.7,32.0,gini,-1
685,0.7021776259607173,526,0.6,78.0,gini,-1
686,0.7115713065755764,350,0.75,54.0,gini,-1
687,0.7077284372331341,538,0.6,62.0,entropy,-1
688,0.6936379163108455,196,0.9,66.0,gini,-1
689,0.700469684030743,561,0.75,48.0,entropy,-1
690,0.705593509820666,302,0.9,22.0,gini,-1
691,0.6543552519214346,799,0.6,2.0,gini,-1
692,0.7047395388556789,759,0.7,39.0,gini,-1
693,0.7017506404782238,584,0.95,37.0,gini,-1
694,0.7038855678906917,563,0.75,,gini,-1
695,0.7011101622544833,952,0.95,80.0,entropy,-1
696,0.6979077711357814,451,0.8,8.0,entropy,-1
697,0.7075149444918872,468,0.85,8.0,gini,-1
698,0.7090093936806149,107,0.8,50.0,gini,-1
699,0.7060204953031597,239,0.85,69.0,gini,-1
700,0.6535012809564474,15,0.95,1.0,gini,-1
701,0.6895815542271563,333,0.85,7.0,entropy,-1
702,0.6976942783945346,672,0.5,15.0,entropy,-1
703,0.702604611443211,158,0.85,69.0,entropy,-1
704,0.6991887275832621,792,0.6,46.0,gini,-1
705,0.7017506404782238,512,0.75,67.0,entropy,-1
706,0.7008966695132366,127,0.7,59.0,entropy,-1
707,0.6966268146883006,447,0.95,49.0,entropy,-1
708,0.6989752348420154,395,0.8,42.0,gini,-1
709,0.7092228864218617,960,0.9,43.0,entropy,-1
710,0.7045260461144321,628,0.75,80.0,entropy,-1
711,0.6667378309137489,872,0.95,3.0,gini,-1
712,0.7013236549957301,66,0.55,23.0,gini,-1
713,0.7040990606319385,571,0.95,11.0,gini,-1
714,0.7017506404782238,251,0.5,93.0,gini,-1
715,0.7107173356105893,767,0.75,46.0,entropy,-1
716,0.7017506404782238,169,0.7,61.0,gini,-1
717,0.6964133219470539,765,0.9,61.0,gini,-1
718,0.7058070025619129,168,0.7,69.0,entropy,-1
719,0.6874466268146883,92,0.9,97.0,gini,-1
720,0.6942783945345858,50,0.6,99.0,entropy,-1
721,0.7107173356105893,548,0.55,81.0,gini,-1
722,0.7077284372331341,616,0.65,70.0,entropy,-1
723,0.6897950469684031,33,0.55,76.0,entropy,-1
724,0.6955593509820666,575,0.85,39.0,gini,-1
725,0.7094363791631084,538,0.75,89.0,gini,-1
726,0.6936379163108455,560,0.65,14.0,gini,-1
727,0.7028181041844578,967,0.5,27.0,entropy,-1
728,0.6996157130657558,954,0.7,58.0,gini,-1
729,0.7100768573868489,305,0.65,11.0,entropy,-1
730,0.7028181041844578,199,0.6,89.0,gini,-1
731,0.6979077711357814,74,0.6,85.0,entropy,-1
732,0.6646029035012809,927,0.8,3.0,gini,-1
733,0.7105038428693424,168,0.55,22.0,entropy,-1
734,0.7090093936806149,375,0.55,68.0,entropy,-1
735,0.7047395388556789,793,0.95,87.0,entropy,-1
736,0.7017506404782238,121,0.6,61.0,entropy,-1
737,0.6955593509820666,256,0.65,72.0,gini,-1
738,0.7034585824081981,876,0.6,33.0,entropy,-1
739,0.697267292912041,314,0.65,61.0,entropy,-1
740,0.7008966695132366,874,0.9,83.0,entropy,-1
741,0.6994022203245089,932,0.95,19.0,gini,-1
742,0.6878736122971819,72,0.7,57.0,entropy,-1
743,0.6970538001707942,659,0.55,60.0,gini,-1
744,0.7062339880444065,238,0.8,19.0,entropy,-1
745,0.7051665243381725,292,0.5,50.0,entropy,-1
746,0.6964133219470539,275,0.8,34.0,gini,-1
747,0.6880871050384287,401,0.5,11.0,entropy,-1
748,0.7085824081981212,851,0.65,58.0,gini,-1
749,0.6900085397096499,118,0.75,39.0,gini,-1
750,0.7058070025619129,385,0.7,77.0,gini,-1
751,0.7028181041844578,263,0.95,81.0,gini,-1
752,0.7034585824081981,427,0.8,52.0,entropy,-1
753,0.7053800170794193,844,0.55,31.0,entropy,-1
754,0.7002561912894961,622,0.8,53.0,gini,-1
755,0.7085824081981212,729,0.7,43.0,entropy,-1
756,0.6991887275832621,656,0.8,97.0,entropy,-1
757,0.7070879590093937,807,0.55,76.0,gini,-1
758,0.7111443210930828,508,0.55,51.0,entropy,-1
759,0.6949188727583262,332,0.65,76.0,entropy,-1
760,0.6983347566182749,560,0.95,9.0,gini,-1
761,0.7011101622544833,905,0.5,41.0,gini,-1
762,0.7006831767719898,41,0.75,39.0,entropy,-1
763,0.6938514090520922,592,0.9,9.0,gini,-1
764,0.7066609735269,310,0.6,70.0,gini,-1
765,0.7083689154568744,489,0.7,35.0,gini,-1
766,0.7109308283518361,616,0.75,39.0,entropy,-1
767,0.7075149444918872,647,0.5,36.0,entropy,-1
768,0.7043125533731853,694,0.9,32.0,entropy,-1
769,0.6974807856532877,132,0.95,21.0,gini,-1
770,0.6983347566182749,87,0.65,25.0,gini,-1
771,0.7021776259607173,704,0.65,96.0,entropy,-1
772,0.6996157130657558,911,0.95,23.0,gini,-1
773,0.705593509820666,313,0.7,51.0,entropy,-1
774,0.7145602049530316,646,0.9,15.0,entropy,-1
775,0.6885140905209223,400,0.85,8.0,entropy,-1
776,0.7068744662681469,319,0.6,69.0,entropy,-1
777,0.6432536293766012,242,0.6,1.0,entropy,-1
778,0.7047395388556789,126,0.75,72.0,entropy,-1
779,0.6968403074295474,956,0.65,86.0,gini,-1
780,0.7073014517506405,129,0.75,73.0,entropy,-1
781,0.7049530315969257,561,0.9,8.0,gini,-1
782,0.6942783945345858,483,0.8,52.0,gini,-1
783,0.703672075149445,413,0.9,98.0,gini,-1
784,0.7139197267292912,216,0.5,88.0,gini,-1
785,0.700469684030743,515,0.65,32.0,entropy,-1
786,0.6953458582408198,359,0.85,60.0,entropy,-1
787,0.7096498719043552,987,0.75,95.0,gini,-1
788,0.7077284372331341,214,0.55,40.0,entropy,-1
789,0.7083689154568744,716,0.8,57.0,gini,-1
790,0.6949188727583262,75,0.7,43.0,gini,-1
791,0.7045260461144321,926,0.85,36.0,entropy,-1
792,0.6994022203245089,62,0.7,78.0,gini,-1
793,0.7006831767719898,326,0.65,80.0,gini,-1
794,0.697267292912041,895,0.7,71.0,gini,-1
795,0.702604611443211,709,0.8,32.0,gini,-1
796,0.6618274978650726,667,0.5,3.0,entropy,-1
797,0.6827497865072587,62,0.65,5.0,entropy,-1
798,0.6987617421007686,804,0.75,74.0,gini,-1
799,0.6970538001707942,178,0.7,93.0,gini,-1
800,0.7019641332194705,415,0.8,55.0,entropy,-1
801,0.7021776259607173,984,0.55,36.0,gini,-1
802,0.7098633646456021,718,0.55,57.0,entropy,-1
803,0.7006831767719898,862,0.5,12.0,gini,-1
804,0.6520068317677199,559,0.6,1.0,entropy,-1
805,0.6994022203245089,504,0.95,11.0,gini,-1
806,0.6904355251921435,491,0.5,32.0,entropy,-1
807,0.7032450896669513,882,0.75,91.0,entropy,-1
808,0.6981212638770282,760,0.5,57.0,gini,-1
809,0.7068744662681469,289,0.5,17.0,entropy,-1
810,0.6974807856532877,641,0.8,30.0,gini,-1
811,0.6885140905209223,25,0.55,30.0,entropy,-1
812,0.701537147736977,539,0.8,85.0,gini,-1
813,0.6998292058070026,607,0.5,44.0,gini,-1
814,0.7060204953031597,965,0.65,80.0,gini,-1
815,0.6829632792485055,21,0.8,36.0,entropy,-1
816,0.6601195559350982,505,0.85,3.0,entropy,-1
817,0.7008966695132366,269,0.5,51.0,gini,-1
818,0.6868061485909479,19,0.95,23.0,entropy,-1
819,0.7068744662681469,119,0.7,68.0,entropy,-1
820,0.6953458582408198,388,0.8,24.0,entropy,-1
821,0.6496584116140052,908,0.55,2.0,entropy,-1
822,0.6955593509820666,348,0.85,35.0,entropy,-1
823,0.7008966695132366,865,0.7,56.0,gini,-1
824,0.7109308283518361,643,0.5,79.0,entropy,-1
825,0.6989752348420154,536,0.55,46.0,gini,-1
826,0.7017506404782238,634,0.95,54.0,entropy,-1
827,0.7051665243381725,243,0.95,33.0,entropy,-1
828,0.7092228864218617,838,0.7,43.0,gini,-1
829,0.6921434671221178,307,0.7,32.0,gini,-1
830,0.7064474807856533,72,0.5,90.0,gini,-1
831,0.7021776259607173,739,0.8,63.0,gini,-1
832,0.705593509820666,273,0.9,70.0,gini,-1
833,0.71199829205807,225,0.5,22.0,entropy,-1
834,0.6921434671221178,301,0.95,29.0,gini,-1
835,0.6861656703672075,22,0.9,48.0,entropy,-1
836,0.6953458582408198,199,0.55,79.0,gini,-1
837,0.7109308283518361,916,0.9,68.0,entropy,-1
838,0.7090093936806149,878,0.6,83.0,gini,-1
839,0.7051665243381725,563,0.65,79.0,gini,-1
840,0.7006831767719898,987,0.8,39.0,entropy,-1
841,0.6981212638770282,197,0.6,61.0,entropy,-1
842,0.6917164816396243,523,0.55,7.0,gini,-1
843,0.6983347566182749,198,0.5,27.0,gini,-1
844,0.7008966695132366,176,0.85,80.0,gini,-1
845,0.7075149444918872,766,0.9,99.0,gini,-1
846,0.6981212638770282,181,0.8,31.0,gini,-1
847,0.7102903501280956,959,0.8,67.0,gini,-1
848,0.7107173356105893,783,0.55,31.0,gini,-1
849,0.6983347566182749,303,0.9,45.0,gini,-1
850,0.705593509820666,792,0.6,50.0,gini,-1
851,0.7062339880444065,460,0.9,55.0,entropy,-1
852,0.694064901793339,895,0.9,76.0,entropy,-1
853,0.7038855678906917,262,0.85,36.0,gini,-1
854,0.7070879590093937,600,0.6,48.0,gini,-1
855,0.6942783945345858,389,0.95,79.0,gini,-1
856,0.7064474807856533,717,0.5,39.0,gini,-1
857,0.7045260461144321,782,0.8,41.0,gini,-1
858,0.7070879590093937,216,0.5,90.0,entropy,-1
859,0.6863791631084543,713,0.85,6.0,entropy,-1
860,0.6883005977796754,485,0.9,35.0,gini,-1
861,0.7043125533731853,139,0.8,14.0,gini,-1
862,0.7019641332194705,836,0.85,84.0,gini,-1
863,0.6994022203245089,824,0.7,83.0,entropy,-1
864,0.7115713065755764,236,0.85,24.0,entropy,-1
865,0.7008966695132366,175,0.55,19.0,gini,-1
866,0.7164816396242528,541,0.65,66.0,gini,-1
867,0.6981212638770282,269,0.8,13.0,entropy,-1
868,0.7028181041844578,880,0.7,47.0,gini,-1
869,0.705593509820666,703,0.65,69.0,gini,-1
870,0.6934244235695987,755,0.9,10.0,entropy,-1
871,0.7028181041844578,258,0.7,94.0,entropy,-1
872,0.705593509820666,209,0.85,15.0,gini,-1
873,0.6902220324508966,939,0.85,70.0,entropy,-1
874,0.6925704526046115,28,0.65,7.0,entropy,-1
875,0.7077284372331341,625,0.95,54.0,gini,-1
876,0.7075149444918872,904,0.95,58.0,gini,-1
877,0.697267292912041,829,0.65,95.0,gini,-1
878,0.6921434671221178,769,0.5,89.0,gini,-1
879,0.7111443210930828,646,0.75,44.0,gini,-1
880,0.7006831767719898,808,0.7,19.0,entropy,-1
881,0.6921434671221178,233,0.7,6.0,gini,-1
882,0.6949188727583262,790,0.8,23.0,entropy,-1
883,0.6994022203245089,690,0.8,44.0,entropy,-1
884,0.700469684030743,805,0.85,48.0,entropy,-1
885,0.648804440649018,222,0.6,1.0,entropy,-1
886,0.7017506404782238,539,0.55,11.0,gini,-1
887,0.691929974380871,342,0.7,82.0,gini,-1
888,0.6902220324508966,858,0.55,6.0,gini,-1
889,0.7006831767719898,693,0.6,47.0,entropy,-1
890,0.6923569598633647,190,0.5,35.0,gini,-1
891,0.6983347566182749,964,0.9,60.0,entropy,-1
892,0.7087959009393681,377,0.5,86.0,gini,-1
893,0.6925704526046115,799,0.55,10.0,entropy,-1
894,0.6902220324508966,78,0.6,67.0,entropy,-1
895,0.7083689154568744,655,0.55,55.0,entropy,-1
896,0.6889410760034159,705,0.9,84.0,gini,-1
897,0.7034585824081981,403,0.5,7.0,entropy,-1
898,0.6588385994876175,990,0.6,3.0,gini,-1
899,0.6996157130657558,268,0.95,24.0,gini,-1
900,0.7098633646456021,974,0.9,32.0,gini,-1
901,0.6996157130657558,840,0.9,60.0,gini,-1
902,0.6865926558497011,19,0.5,88.0,entropy,-1
903,0.7030315969257045,693,0.85,36.0,entropy,-1
904,0.697267292912041,335,0.75,48.0,gini,-1
905,0.7075149444918872,182,0.95,76.0,entropy,-1
906,0.7028181041844578,513,0.5,7.0,gini,-1
907,0.703672075149445,601,0.75,58.0,entropy,-1
908,0.7000426985482494,593,0.6,11.0,entropy,-1
909,0.6987617421007686,811,0.8,91.0,entropy,-1
910,0.6759180187873612,61,0.95,4.0,entropy,-1
911,0.6968403074295474,84,0.65,94.0,entropy,-1
912,0.7034585824081981,497,0.85,67.0,entropy,-1
913,0.7000426985482494,291,0.85,29.0,entropy,-1
914,0.6949188727583262,460,0.9,18.0,gini,-1
915,0.7092228864218617,356,0.8,45.0,gini,-1
916,0.7006831767719898,338,0.75,78.0,gini,-1
917,0.7028181041844578,337,0.6,14.0,entropy,-1
918,0.6985482493595218,291,0.95,64.0,entropy,-1
919,0.7207514944491887,604,0.95,46.0,gini,-1
920,0.7047395388556789,548,0.75,41.0,entropy,-1
921,0.7094363791631084,927,0.7,40.0,gini,-1
922,0.7134927412467976,642,0.5,64.0,gini,-1
923,0.6953458582408198,127,0.7,78.0,gini,-1
924,0.6923569598633647,146,0.9,9.0,entropy,-1
925,0.7058070025619129,408,0.8,57.0,gini,-1
926,0.6998292058070026,209,0.7,12.0,entropy,-1
927,0.7077284372331341,228,0.65,12.0,entropy,-1
928,0.6549957301451751,857,0.6,2.0,entropy,-1
929,0.7149871904355252,736,0.7,16.0,entropy,-1
930,0.7045260461144321,213,0.95,72.0,gini,-1
931,0.702604611443211,214,0.9,,entropy,-1
932,0.7090093936806149,476,0.55,17.0,gini,-1
933,0.7062339880444065,303,0.7,85.0,entropy,-1
934,0.6974807856532877,126,0.8,8.0,gini,-1
935,0.7028181041844578,224,0.6,37.0,gini,-1
936,0.7134927412467976,515,0.6,28.0,gini,-1
937,0.7008966695132366,470,0.55,93.0,gini,-1
938,0.7062339880444065,496,0.75,60.0,entropy,-1
939,0.7070879590093937,673,0.8,87.0,entropy,-1
940,0.6949188727583262,309,0.85,60.0,entropy,-1
941,0.6989752348420154,140,0.85,31.0,entropy,-1
942,0.6934244235695987,880,0.5,6.0,gini,-1
943,0.705593509820666,236,0.6,62.0,entropy,-1
944,0.6663108454312553,925,0.5,3.0,gini,-1
945,0.7079419299743809,261,0.65,56.0,gini,-1
946,0.7043125533731853,438,0.8,43.0,gini,-1
947,0.701537147736977,418,0.55,49.0,entropy,-1
948,0.7122117847993168,923,0.55,86.0,gini,-1
949,0.6502988898377455,357,0.5,3.0,entropy,-1
950,0.6953458582408198,160,0.55,45.0,entropy,-1
951,0.7058070025619129,904,0.7,99.0,gini,-1
952,0.6953458582408198,786,0.55,35.0,entropy,-1
953,0.691929974380871,382,0.9,44.0,gini,-1
954,0.6981212638770282,191,0.95,89.0,entropy,-1
955,0.6970538001707942,279,0.95,42.0,entropy,-1
956,0.7060204953031597,109,0.85,30.0,entropy,-1
957,0.6957728437233134,900,0.95,20.0,entropy,-1
958,0.7011101622544833,934,0.95,56.0,gini,-1
959,0.7030315969257045,598,0.9,84.0,entropy,-1
960,0.6900085397096499,503,0.7,18.0,entropy,-1
961,0.7002561912894961,440,0.75,99.0,entropy,-1
962,0.6959863364645602,327,0.7,83.0,gini,-1
963,0.6910760034158838,658,0.8,5.0,gini,-1
964,0.703672075149445,694,0.8,20.0,gini,-1
965,0.695132365499573,910,0.6,9.0,gini,-1
966,0.6925704526046115,109,0.5,57.0,entropy,-1
967,0.7032450896669513,857,0.9,75.0,entropy,-1
968,0.6558497011101623,293,0.7,2.0,entropy,-1
969,0.6979077711357814,771,0.85,16.0,entropy,-1
970,0.7087959009393681,746,0.8,47.0,entropy,-1
971,0.6923569598633647,863,0.8,88.0,gini,-1
972,0.7100768573868489,702,0.5,78.0,gini,-1
973,0.7038855678906917,480,0.55,18.0,entropy,-1
974,0.7045260461144321,796,0.85,43.0,gini,-1
975,0.7047395388556789,629,0.55,46.0,entropy,-1
976,0.7011101622544833,232,0.5,88.0,gini,-1
977,0.7081554227156277,981,0.6,49.0,gini,-1
978,0.7011101622544833,821,0.8,36.0,gini,-1
979,0.702604611443211,232,0.8,21.0,gini,-1
980,0.7066609735269,448,0.75,59.0,gini,-1
981,0.7021776259607173,973,0.55,67.0,gini,-1
982,0.7045260461144321,700,0.6,50.0,entropy,-1
983,0.7064474807856533,903,0.9,20.0,gini,-1
984,0.6637489325362937,256,0.9,3.0,gini,-1
985,0.6925704526046115,810,0.65,97.0,entropy,-1
986,0.7070879590093937,172,0.7,69.0,entropy,-1
987,0.6863791631084543,188,0.65,8.0,gini,-1
988,0.7068744662681469,917,0.7,89.0,gini,-1
989,0.7105038428693424,562,0.8,21.0,entropy,-1
990,0.701537147736977,955,0.95,41.0,entropy,-1
991,0.7081554227156277,551,0.55,12.0,entropy,-1
992,0.7017506404782238,278,0.65,51.0,entropy,-1
993,0.6947053800170794,746,0.9,28.0,gini,-1
994,0.7011101622544833,522,0.6,67.0,entropy,-1
995,0.7040990606319385,416,0.95,41.0,gini,-1
996,0.6996157130657558,284,0.85,23.0,gini,-1
997,0.7077284372331341,949,0.6,54.0,gini,-1
998,0.7023911187019641,527,0.55,72.0,entropy,-1
999,0.7034585824081981,237,0.5,96.0,entropy,-1
